Date,Nifty 50_Open,Nifty 50_High,Nifty 50_Low,Nifty 50_Close,Nifty 50_Volume
16-08-2006,3314.8,3377.1,3314.8,3356.1,69200000
17-08-2006,3359.7,3385.2,3328.6,3353.9,72570000
18-08-2006,3354.5,3366.3,3332.2,3356.8,57030000
21-08-2006,3356.8,3374.9,3332.9,3366.0,48940000
22-08-2006,3369.6,3398.4,3351.5,3364.6,58620000
23-08-2006,3363.6,3369.7,3325.1,3335.8,52060000
24-08-2006,3336.7,3379.6,3304.9,3370.4,70800000
25-08-2006,3368.6,3402.7,3368.6,3386.0,68460000
28-08-2006,3386.0,3405.3,3377.8,3401.1,46750000
29-08-2006,3405.1,3435.0,3396.1,3425.7,60670000
30-08-2006,3425.8,3440.2,3407.8,3430.4,61670000
31-08-2006,3404.5,3452.3,3403.7,3413.9,98620000
01-09-2006,3414.0,3439.5,3402.9,3435.5,69840000
04-09-2006,3435.6,3483.1,3435.6,3476.9,55800000
05-09-2006,3471.4,3488.6,3457.9,3473.8,49640000
06-09-2006,3474.4,3490.7,3465.8,3477.3,64630000
07-09-2006,3477.2,3478.9,3438.8,3454.6,61580000
08-09-2006,3454.7,3478.0,3442.9,3471.5,75300000
11-09-2006,3470.4,3486.7,3351.3,3366.2,77970000
12-09-2006,3363.3,3395.1,3328.5,3389.9,80290000
13-09-2006,3389.9,3470.7,3389.8,3454.6,71100000
14-09-2006,3454.6,3484.0,3454.6,3471.6,68360000
15-09-2006,3471.7,3487.5,3434.6,3478.6,71320000
18-09-2006,3478.7,3506.2,3478.4,3492.8,60730000
19-09-2006,3493.5,3515.0,3438.8,3457.4,69740000
20-09-2006,3457.9,3509.9,3419.8,3502.8,62440000
21-09-2006,3506.7,3556.4,3506.7,3553.1,65970000
22-09-2006,3554.1,3562.5,3525.4,3544.1,60150000
25-09-2006,3545.1,3568.7,3514.9,3523.5,59720000
26-09-2006,3523.7,3576.8,3517.2,3571.8,67280000
27-09-2006,3571.8,3603.7,3568.4,3579.3,65270000
28-09-2006,3580.0,3589.3,3560.8,3571.8,82600000
29-09-2006,3572.2,3599.8,3564.7,3588.4,58340000
03-10-2006,3589.0,3606.2,3561.7,3569.6,55660000
04-10-2006,3571.0,3580.1,3508.7,3515.4,68280000
05-10-2006,3515.6,3575.0,3515.6,3564.9,74900000
06-10-2006,3565.5,3583.8,3560.9,3569.7,83450000
09-10-2006,3570.1,3585.4,3540.5,3567.2,52250000
10-10-2006,3567.5,3597.2,3563.1,3571.1,61180000
11-10-2006,3581.6,3614.5,3544.3,3558.6,64730000
12-10-2006,3562.6,3626.8,3546.0,3621.1,67080000
13-10-2006,3621.7,3682.4,3621.7,3676.1,77580000
16-10-2006,3668.9,3729.7,3668.9,3724.0,74440000
17-10-2006,3726.4,3742.5,3691.4,3715.0,72710000
18-10-2006,3715.2,3727.0,3701.3,3710.7,98320000
19-10-2006,3711.1,3727.0,3655.1,3677.8,87370000
20-10-2006,3678.8,3714.3,3665.5,3676.9,71910000
21-10-2006,3680.9,3708.4,3662.9,3683.5,0
23-10-2006,3683.4,3690.9,3651.2,3657.3,45310000
26-10-2006,3656.2,3686.9,3651.2,3677.6,97310000
27-10-2006,3676.9,3747.4,3674.8,3739.4,80860000
30-10-2006,3739.4,3776.1,3719.5,3769.1,85370000
31-10-2006,3770.5,3782.9,3726.8,3744.1,87730000
01-11-2006,3744.1,3777.7,3737.0,3767.1,70550000
02-11-2006,3769.4,3805.5,3761.9,3791.2,57710000
03-11-2006,3793.1,3809.7,3771.0,3805.4,61160000
06-11-2006,3804.8,3822.4,3798.3,3809.3,68780000
07-11-2006,3812.2,3840.5,3789.4,3798.8,71440000
08-11-2006,3799.2,3810.0,3737.2,3777.3,81190000
09-11-2006,3777.8,3808.2,3769.8,3796.4,71620000
10-11-2006,3796.1,3842.4,3785.4,3834.8,70380000
13-11-2006,3834.8,3862.1,3834.0,3858.8,55670000
14-11-2006,3862.0,3883.0,3850.8,3865.9,68080000
15-11-2006,3866.0,3888.8,3838.3,3876.3,68560000
16-11-2006,3876.4,3900.4,3863.9,3876.9,79980000
17-11-2006,3877.0,3891.9,3835.7,3852.8,77630000
20-11-2006,3852.7,3867.0,3794.3,3856.2,83240000
21-11-2006,3859.5,3921.7,3856.8,3918.3,67080000
22-11-2006,3918.3,3960.0,3909.6,3954.8,75050000
23-11-2006,3955.3,3976.8,3933.7,3945.5,64560000
24-11-2006,3945.5,3965.8,3935.3,3950.9,67030000
27-11-2006,3975.0,3975.0,3948.9,3968.9,48830000
28-11-2006,3966.0,3966.0,3911.6,3921.8,59710000
29-11-2006,3922.5,3952.4,3920.0,3928.2,59750000
30-11-2006,3929.4,3973.0,3929.4,3954.5,92620000
01-12-2006,3955.7,4001.3,3954.0,3997.6,58090000
04-12-2006,4002.4,4015.3,3991.6,4001.0,53820000
05-12-2006,4001.3,4033.2,4001.3,4015.8,64660000
06-12-2006,4016.0,4036.2,3982.5,4016.0,65430000
07-12-2006,4015.0,4027.7,4001.4,4015.4,52640000
08-12-2006,4015.8,4046.9,3948.7,3962.0,53680000
11-12-2006,3961.9,3965.1,3798.3,3849.5,77130000
12-12-2006,3849.1,3861.3,3661.6,3716.9,103190000
13-12-2006,3716.8,3777.6,3657.7,3765.2,93070000
14-12-2006,3765.7,3855.1,3763.5,3843.1,72360000
15-12-2006,3849.6,3908.5,3845.5,3888.7,90960000
18-12-2006,3888.2,3934.0,3828.2,3928.8,72040000
19-12-2006,3928.9,3931.9,3783.5,3832.0,75190000
20-12-2006,3832.2,3886.1,3787.6,3815.6,81920000
21-12-2006,3814.8,3851.2,3768.8,3833.5,57300000
22-12-2006,3834.9,3880.2,3823.4,3871.2,50850000
26-12-2006,3871.3,3946.1,3870.5,3940.5,45450000
27-12-2006,3942.8,3986.8,3937.7,3974.3,54700000
28-12-2006,3974.2,3997.4,3962.0,3970.6,82840000
29-12-2006,3971.7,3991.6,3960.5,3966.4,46460000
02-01-2007,3966.3,4016.7,3965.0,4007.4,40790000
03-01-2007,4007.7,4029.8,3985.0,4024.1,63830000
04-01-2007,4027.3,4041.0,3979.8,3988.8,67100000
05-01-2007,3990.2,4011.5,3969.7,3983.4,68600000
08-01-2007,3983.3,3987.5,3913.0,3933.4,62680000
09-01-2007,3933.3,3963.8,3890.8,3911.4,65320000
10-01-2007,3911.0,3912.0,3841.7,3850.3,68210000
11-01-2007,3852.2,3953.1,3833.6,3942.3,78770000
12-01-2007,3944.6,4059.2,3944.6,4052.5,80310000
15-01-2007,4052.9,4099.7,4052.4,4078.4,81530000
16-01-2007,4090.7,4107.5,4067.9,4080.5,57530000
17-01-2007,4084.9,4096.8,4071.6,4076.5,58850000
18-01-2007,4075.2,4140.3,4075.2,4109.1,74490000
19-01-2007,4126.0,4137.2,4058.4,4090.2,85560000
22-01-2007,4089.6,4114.5,4070.0,4102.5,63740000
23-01-2007,4102.7,4105.1,4056.5,4066.1,79680000
24-01-2007,4066.6,4098.3,4065.8,4089.9,87860000
25-01-2007,4092.1,4158.0,4090.1,4147.7,129980000
29-01-2007,4148.4,4167.2,4115.8,4124.5,93760000
31-01-2007,4123.9,4137.9,4068.6,4082.7,114990000
01-02-2007,4083.4,4141.6,4081.1,4137.2,72950000
02-02-2007,4140.2,4198.7,4133.0,4183.5,92510000
05-02-2007,4193.2,4219.0,4170.0,4215.4,61380000
06-02-2007,4216.6,4228.2,4186.2,4195.9,63990000
07-02-2007,4198.2,4232.3,4192.9,4224.3,66590000
08-02-2007,4232.0,4245.3,4188.5,4223.4,69430000
09-02-2007,4223.5,4239.2,4171.8,4187.4,64630000
12-02-2007,4187.2,4187.2,4044.4,4058.3,91390000
13-02-2007,4069.1,4132.7,3998.3,4044.6,97840000
14-02-2007,4044.9,4057.4,3965.2,4047.1,81140000
15-02-2007,4046.8,4155.7,4046.8,4146.2,76580000
19-02-2007,4149.3,4177.7,4149.3,4164.6,59420000
20-02-2007,4164.9,4175.5,4099.6,4107.0,63120000
21-02-2007,4107.2,4132.8,4080.9,4096.2,72020000
22-02-2007,4096.7,4126.9,4023.2,4040.0,120630000
23-02-2007,4046.0,4065.5,3918.2,3939.0,91140000
26-02-2007,3939.1,3958.9,3856.7,3942.0,85990000
27-02-2007,3948.1,3958.0,3873.9,3893.9,75810000
28-02-2007,3893.4,3893.4,3674.9,3745.3,142560000
01-03-2007,3745.4,3818.8,3718.2,3811.2,108270000
02-03-2007,3811.7,3842.1,3711.1,3726.8,96440000
05-03-2007,3726.5,3726.7,3554.5,3576.5,110230000
06-03-2007,3577.2,3679.2,3576.7,3655.7,94560000
07-03-2007,3661.6,3714.2,3568.6,3626.9,92650000
08-03-2007,3627.3,3779.5,3626.8,3761.7,100820000
09-03-2007,3761.9,3795.7,3684.3,3718.0,114550000
12-03-2007,3717.5,3781.5,3713.9,3734.6,89730000
