Date,Nifty 50_Open,Nifty 50_High,Nifty 50_Low,Nifty 50_Close,Nifty 50_Volume
24-01-2011,5717.1,5756.0,5697.8,5743.3,108830000
25-01-2011,5763.3,5801.6,5680.7,5687.4,126130000
27-01-2011,5725.3,5726.1,5595.0,5604.3,201500000
28-01-2011,5614.0,5614.4,5459.6,5512.2,173110000
31-01-2011,5452.6,5526.9,5416.7,5505.9,177850000
01-02-2011,5537.3,5539.2,5402.0,5417.2,171230000
02-02-2011,5469.6,5490.6,5415.7,5432.0,172200000
03-02-2011,5430.5,5532.7,5418.0,5526.8,154230000
04-02-2011,5519.9,5556.3,5369.1,5395.8,187820000
07-02-2011,5430.2,5440.4,5377.0,5396.0,150450000
08-02-2011,5432.4,5432.4,5303.4,5312.6,155600000
09-02-2011,5293.1,5339.5,5225.7,5253.6,246530000
10-02-2011,5246.1,5272.6,5196.8,5225.8,225240000
11-02-2011,5219.7,5319.5,5177.7,5310.0,211250000
14-02-2011,5340.3,5463.8,5340.3,5456.0,175710000
15-02-2011,5467.8,5506.5,5408.4,5481.0,170460000
16-02-2011,5467.6,5504.8,5460.4,5481.7,140520000
17-02-2011,5501.7,5553.0,5463.4,5546.5,143670000
18-02-2011,5557.6,5599.3,5442.0,5459.0,180910000
21-02-2011,5456.6,5526.3,5413.1,5518.6,137630000
22-02-2011,5504.4,5519.5,5437.3,5469.2,166270000
23-02-2011,5452.5,5495.2,5427.6,5437.4,173580000
24-02-2011,5408.8,5423.4,5242.5,5262.7,259350000
25-02-2011,5321.1,5338.2,5232.8,5303.6,193540000
28-02-2011,5330.2,5477.0,5308.6,5333.3,317250000
01-03-2011,5382.0,5533.1,5373.6,5522.3,210500000
03-03-2011,5478.5,5570.8,5468.3,5536.2,218800000
04-03-2011,5586.2,5608.2,5524.1,5538.8,162010000
07-03-2011,5490.1,5491.3,5408.5,5463.2,134580000
08-03-2011,5466.1,5530.6,5464.8,5520.8,127510000
09-03-2011,5542.4,5563.3,5477.5,5531.0,149820000
10-03-2011,5516.1,5516.3,5468.5,5494.4,135730000
11-03-2011,5456.2,5502.7,5411.6,5445.5,133440000
14-03-2011,5436.5,5537.3,5434.3,5531.5,173520000
15-03-2011,5420.0,5497.9,5373.7,5449.7,191040000
16-03-2011,5476.0,5535.1,5476.0,5511.2,135200000
17-03-2011,5455.4,5510.1,5435.3,5446.7,135260000
18-03-2011,5475.4,5483.1,5366.4,5373.7,129490000
21-03-2011,5408.8,5413.3,5348.2,5364.8,107180000
22-03-2011,5390.9,5428.2,5376.2,5413.9,94940000
23-03-2011,5411.4,5485.0,5402.0,5480.3,112040000
24-03-2011,5501.8,5529.0,5496.1,5522.4,115260000
25-03-2011,5588.7,5667.1,5561.0,5654.3,133450000
28-03-2011,5645.3,5709.1,5643.2,5687.3,130720000
29-03-2011,5686.5,5770.4,5680.7,5736.4,140480000
30-03-2011,5755.8,5803.2,5753.9,5787.7,133210000
31-03-2011,5803.1,5872.0,5778.7,5833.8,219440000
01-04-2011,5835.0,5860.2,5810.4,5826.1,118320000
04-04-2011,5842.0,5918.7,5833.2,5908.5,106390000
05-04-2011,5923.9,5928.7,5855.9,5910.1,110630000
06-04-2011,5908.0,5944.5,5868.8,5891.8,125960000
07-04-2011,5888.6,5906.1,5866.3,5885.7,98160000
08-04-2011,5886.8,5927.0,5822.0,5842.0,99860000
11-04-2011,5805.4,5830.3,5777.9,5785.7,92730000
13-04-2011,5748.0,5923.6,5735.6,5911.5,145700000
15-04-2011,5898.8,5907.4,5806.5,5824.6,140590000
18-04-2011,5824.4,5897.9,5722.3,5729.1,121110000
19-04-2011,5716.0,5763.0,5693.3,5740.8,101240000
20-04-2011,5786.1,5857.4,5759.7,5851.7,117900000
21-04-2011,5882.9,5912.9,5864.4,5884.7,119750000
25-04-2011,5859.6,5906.6,5857.0,5874.5,94380000
26-04-2011,5876.9,5893.2,5791.6,5868.4,117170000
27-04-2011,5884.2,5892.4,5820.0,5833.9,108740000
28-04-2011,5851.4,5856.4,5777.0,5785.5,159340000
29-04-2011,5782.5,5804.3,5706.1,5749.5,184750000
02-05-2011,5766.9,5775.3,5687.7,5701.3,86510000
03-05-2011,5689.7,5710.8,5554.9,5565.3,125520000
04-05-2011,5567.7,5578.8,5503.0,5537.2,119080000
05-05-2011,5531.6,5560.3,5443.7,5459.9,126430000
06-05-2011,5477.7,5564.4,5472.5,5551.5,122680000
09-05-2011,5575.2,5586.1,5502.4,5551.1,75440000
10-05-2011,5555.6,5592.9,5514.6,5541.3,88820000
11-05-2011,5547.2,5574.7,5525.0,5565.1,82510000
12-05-2011,5537.8,5572.5,5476.3,5486.2,91630000
13-05-2011,5492.4,5605.0,5472.2,5544.8,119420000
16-05-2011,5541.7,5541.8,5487.7,5499.0,94220000
17-05-2011,5496.1,5523.9,5421.1,5439.0,109200000
18-05-2011,5448.2,5460.5,5401.3,5420.6,107360000
19-05-2011,5448.2,5452.6,5411.3,5428.1,94180000
20-05-2011,5450.7,5517.6,5432.8,5486.4,127400000
23-05-2011,5456.7,5456.7,5373.0,5386.6,94670000
24-05-2011,5385.1,5422.6,5367.5,5394.9,100050000
25-05-2011,5389.1,5389.1,5328.7,5349.0,99920000
26-05-2011,5372.8,5422.2,5356.4,5412.4,161610000
27-05-2011,5413.7,5485.8,5413.6,5476.1,117230000
30-05-2011,5493.8,5509.3,5458.6,5473.1,100770000
31-05-2011,5492.0,5571.6,5489.7,5560.2,149410000
01-06-2011,5561.1,5597.4,5559.5,5592.0,98630000
02-06-2011,5529.9,5568.2,5522.0,5550.4,110950000
03-06-2011,5565.7,5605.0,5507.2,5516.8,101020000
06-06-2011,5504.3,5542.7,5479.9,5532.1,77140000
07-06-2011,5509.2,5570.1,5507.8,5556.2,81860000
08-06-2011,5535.3,5556.6,5514.9,5526.9,92930000
09-06-2011,5523.6,5540.1,5502.1,5521.1,87030000
10-06-2011,5518.1,5521.5,5457.5,5485.8,84190000
13-06-2011,5469.9,5496.7,5437.0,5482.8,80110000
14-06-2011,5485.6,5520.2,5484.2,5500.5,97840000
15-06-2011,5494.5,5499.4,5439.0,5447.5,95880000
16-06-2011,5419.7,5447.5,5389.8,5396.8,128060000
17-06-2011,5412.5,5421.2,5355.9,5366.4,97880000
20-06-2011,5372.2,5377.4,5195.9,5257.9,135340000
21-06-2011,5280.8,5322.5,5257.0,5275.9,107190000
22-06-2011,5304.7,5310.5,5262.5,5278.3,95770000
23-06-2011,5269.1,5330.6,5252.3,5320.0,89000000
24-06-2011,5343.4,5477.9,5343.4,5471.3,140100000
27-06-2011,5441.2,5552.7,5434.3,5526.6,143400000
28-06-2011,5548.9,5558.3,5496.4,5545.3,114410000
29-06-2011,5566.5,5608.7,5566.5,5600.5,124590000
30-06-2011,5614.5,5657.9,5606.1,5647.4,179220000
01-07-2011,5705.8,5705.8,5609.8,5627.2,141090000
04-07-2011,5679.6,5679.7,5633.1,5650.5,103530000
05-07-2011,5659.9,5659.9,5612.3,5632.1,100780000
06-07-2011,5622.7,5655.4,5610.8,5625.5,86110000
07-07-2011,5633.4,5737.2,5633.0,5729.0,112220000
08-07-2011,5734.7,5740.4,5651.1,5660.7,129280000
11-07-2011,5648.1,5652.9,5601.7,5616.1,78900000
12-07-2011,5556.9,5580.3,5497.0,5526.2,104910000
13-07-2011,5542.1,5596.2,5541.4,5585.5,106020000
14-07-2011,5569.0,5654.0,5541.7,5599.8,123020000
15-07-2011,5603.0,5631.7,5562.8,5581.1,80430000
18-07-2011,5581.8,5596.6,5551.0,5567.1,73610000
19-07-2011,5569.9,5627.7,5557.2,5613.6,86560000
20-07-2011,5642.1,5645.4,5555.1,5567.1,87090000
21-07-2011,5554.6,5578.9,5532.7,5541.6,76330000
22-07-2011,5577.0,5642.2,5567.1,5634.0,106780000
25-07-2011,5633.8,5700.6,5616.7,5680.3,142010000
26-07-2011,5688.5,5702.3,5560.2,5574.9,134110000
27-07-2011,5588.6,5591.7,5521.5,5546.8,122320000
28-07-2011,5492.4,5512.1,5475.7,5487.8,164520000
29-07-2011,5479.0,5520.3,5454.0,5482.0,156130000
01-08-2011,5527.5,5551.9,5486.5,5516.8,98960000
02-08-2011,5493.2,5496.3,5433.7,5456.6,110370000
03-08-2011,5402.0,5422.6,5378.9,5404.8,133220000
04-08-2011,5412.4,5434.5,5323.2,5331.8,118480000
05-08-2011,5204.4,5229.7,5116.5,5211.3,196020000
08-08-2011,5083.9,5204.2,5054.1,5118.5,188310000
09-08-2011,4947.9,5167.0,4946.5,5072.9,233870000
10-08-2011,5196.6,5198.0,5123.4,5161.0,158400000
11-08-2011,5128.0,5185.0,5121.0,5138.3,113040000
12-08-2011,5194.4,5194.5,5053.4,5073.0,128840000
16-08-2011,5125.8,5132.2,5015.4,5035.8,130900000
17-08-2011,5030.3,5112.2,5017.3,5056.6,143340000
18-08-2011,5078.0,5078.6,4932.2,4944.2,139820000
19-08-2011,4859.3,4893.6,4796.1,4845.7,166700000
22-08-2011,4843.7,4910.1,4808.8,4898.8,123810000
23-08-2011,4925.2,4965.8,4863.8,4948.9,130010000
24-08-2011,4934.4,4962.4,4875.3,4888.9,129410000
25-08-2011,4914.7,4915.9,4825.1,4839.6,184910000
26-08-2011,4839.3,4872.0,4720.0,4747.8,149720000
29-08-2011,4806.2,4934.4,4806.1,4919.6,145120000
30-08-2011,4973.3,5016.3,4927.6,5001.0,181540000
02-09-2011,5109.8,5113.7,4993.4,5040.0,195060000
05-09-2011,4998.9,5030.3,4964.5,5017.2,162900000
06-09-2011,4993.4,5072.9,4942.9,5064.3,183680000
07-09-2011,5080.2,5154.5,5076.3,5124.7,193860000
08-09-2011,5139.2,5169.3,5098.3,5153.3,140860000
09-09-2011,5161.3,5163.8,5046.8,5059.5,158710000
12-09-2011,4981.7,4985.6,4911.3,4946.8,135500000
13-09-2011,4977.8,5030.2,4911.1,4941.0,146000000
14-09-2011,4965.1,5026.2,4917.4,5012.6,154280000
15-09-2011,5062.4,5091.5,4967.5,5075.7,153650000
16-09-2011,5123.4,5143.6,5068.1,5084.3,225190000
19-09-2011,5068.4,5068.4,5019.3,5032.0,115740000
20-09-2011,5042.6,5149.9,5035.3,5140.2,146600000
21-09-2011,5153.8,5168.4,5109.9,5133.3,132920000
22-09-2011,5054.5,5059.9,4907.8,4923.7,147610000
23-09-2011,4873.8,4930.3,4829.6,4867.8,205770000
26-09-2011,4878.6,4879.8,4758.9,4835.4,156080000
27-09-2011,4905.2,4983.0,4905.2,4971.3,151310000
28-09-2011,5005.5,5006.1,4918.5,4945.9,166870000
29-09-2011,4924.2,5034.3,4906.0,5015.5,216160000
30-09-2011,4990.2,5025.6,4924.3,4943.3,201960000
03-10-2011,4874.4,4879.2,4823.9,4849.5,148920000
04-10-2011,4823.5,4869.8,4728.3,4772.2,184410000
05-10-2011,4791.3,4827.8,4741.0,4751.3,179140000
07-10-2011,4883.7,4922.6,4861.2,4888.1,198290000
10-10-2011,4886.9,4991.2,4882.1,4979.6,188840000
11-10-2011,5019.9,5045.1,4964.0,4974.4,182040000
12-10-2011,5011.2,5109.8,4997.7,5099.4,188010000
13-10-2011,5130.8,5137.0,5067.7,5077.9,157300000
14-10-2011,5057.4,5141.4,5056.6,5132.3,157780000
17-10-2011,5156.2,5160.2,5084.5,5118.3,130460000
18-10-2011,5049.5,5057.5,5011.1,5037.5,125550000
19-10-2011,5080.5,5148.1,5075.3,5139.2,117470000
20-10-2011,5086.6,5099.0,5034.0,5091.9,119330000
21-10-2011,5106.6,5120.8,5038.0,5050.0,109890000
24-10-2011,5114.7,5145.7,5084.8,5098.4,126070000
25-10-2011,5137.9,5211.0,5085.6,5191.6,221080000
26-10-2011,5215.0,5219.3,5196.2,5201.8,27500000
28-10-2011,5341.9,5399.7,5322.8,5360.7,246080000
31-10-2011,5358.9,5360.3,5314.6,5326.6,149480000
01-11-2011,5278.6,5310.9,5238.3,5258.0,152490000
02-11-2011,5216.8,5300.1,5205.0,5258.5,144380000
03-11-2011,5241.6,5281.6,5201.9,5265.8,160280000
04-11-2011,5325.4,5326.5,5256.8,5284.2,149020000
08-11-2011,5292.3,5304.3,5252.0,5289.4,120650000
09-11-2011,5309.7,5317.5,5211.8,5221.1,146430000
11-11-2011,5159.8,5198.6,5142.3,5168.9,168510000
14-11-2011,5217.4,5228.9,5140.6,5148.4,134450000
15-11-2011,5131.2,5158.8,5052.9,5068.5,149590000
16-11-2011,5059.1,5065.2,4989.5,5030.5,161410000
17-11-2011,5027.1,5036.8,4919.5,4934.8,149240000
18-11-2011,4899.2,4915.9,4838.0,4905.8,192270000
21-11-2011,4873.8,4873.8,4764.8,4778.4,154120000
22-11-2011,4794.9,4854.0,4782.6,4812.4,174210000
23-11-2011,4779.5,4779.5,4641.0,4706.5,178820000
24-11-2011,4707.6,4771.1,4639.1,4756.5,213360000
25-11-2011,4731.3,4767.3,4693.1,4710.1,162840000
28-11-2011,4769.3,4859.1,4766.4,4851.3,145260000
29-11-2011,4864.2,4866.1,4787.1,4805.1,155570000
30-11-2011,4766.2,4851.6,4754.8,4832.1,282220000
01-12-2011,4970.9,5011.9,4916.7,4936.9,183920000
02-12-2011,4940.9,5062.6,4918.4,5050.2,180190000
05-12-2011,5036.5,5055.4,5002.6,5039.2,137250000
07-12-2011,5050.1,5099.3,5032.3,5062.6,169430000
08-12-2011,5037.4,5049.1,4921.5,4943.7,178850000
09-12-2011,4870.8,4918.4,4841.8,4866.7,173610000
12-12-2011,4906.9,4910.3,4755.6,4764.6,178340000
13-12-2011,4733.6,4824.7,4728.5,4800.6,181040000
14-12-2011,4788.7,4839.6,4750.4,4763.3,176250000
15-12-2011,4712.8,4768.7,4673.9,4746.4,200320000
16-12-2011,4752.5,4818.9,4628.2,4651.6,202060000
19-12-2011,4623.2,4623.2,4555.9,4613.1,176450000
20-12-2011,4635.8,4637.3,4531.2,4544.2,195300000
21-12-2011,4636.5,4707.4,4602.0,4693.2,211310000
22-12-2011,4636.9,4740.6,4633.0,4733.9,170790000
23-12-2011,4763.2,4763.5,4693.2,4714.0,141980000
26-12-2011,4718.2,4787.3,4718.2,4779.0,90850000
27-12-2011,4780.2,4800.5,4723.7,4750.5,104830000
28-12-2011,4756.2,4756.2,4685.7,4705.8,117460000
29-12-2011,4681.2,4701.8,4639.1,4646.3,146000000
30-12-2011,4660.0,4690.5,4608.9,4624.3,113900000
02-01-2012,4640.2,4646.0,4588.1,4636.8,108460000
03-01-2012,4675.8,4773.1,4675.8,4765.3,146620000
04-01-2012,4775.0,4782.9,4728.9,4749.7,165940000
05-01-2012,4749.0,4779.8,4730.2,4750.0,177860000
06-01-2012,4724.2,4794.9,4686.9,4754.1,176060000
07-01-2012,4755.6,4759.4,4743.1,4746.9,187840000
09-01-2012,4747.6,4758.7,4695.5,4742.8,147540000
10-01-2012,4771.9,4855.9,4768.3,4849.6,201660000
11-01-2012,4863.2,4877.2,4841.6,4861.0,209080000
12-01-2012,4841.0,4869.2,4803.9,4831.3,183070000
13-01-2012,4862.0,4898.9,4834.2,4866.0,230940000
16-01-2012,4844.0,4880.8,4827.1,4873.9,160480000
17-01-2012,4904.5,4975.6,4904.0,4967.3,223000000
18-01-2012,4977.8,4980.7,4931.1,4955.8,211200000
19-01-2012,4995.0,5023.8,4991.4,5018.4,203490000
20-01-2012,5044.9,5064.2,5004.3,5048.6,221050000
23-01-2012,5025.4,5059.6,5021.4,5046.3,158180000
24-01-2012,5064.8,5141.1,5049.8,5127.4,202010000
25-01-2012,5151.5,5174.2,5130.3,5158.3,219180000
27-01-2012,5216.8,5217.0,5162.4,5204.7,215920000
30-01-2012,5163.6,5166.2,5076.7,5087.3,181140000
31-01-2012,5125.3,5215.4,5120.2,5199.3,215770000
01-02-2012,5198.2,5244.6,5159.0,5235.7,234900000
02-02-2012,5272.1,5290.0,5225.8,5269.9,337960000
03-02-2012,5276.1,5334.9,5255.6,5325.9,217360000
06-02-2012,5379.5,5390.1,5327.3,5361.7,215080000
07-02-2012,5413.0,5413.4,5323.0,5335.2,181200000
08-02-2012,5343.8,5396.9,5325.2,5368.2,236140000
09-02-2012,5343.1,5423.4,5338.9,5412.4,255310000
10-02-2012,5399.8,5427.8,5341.1,5381.6,225350000
13-02-2012,5382.1,5421.1,5351.4,5390.2,181560000
14-02-2012,5380.8,5428.1,5378.0,5416.1,201410000
15-02-2012,5460.6,5542.1,5460.6,5532.0,314370000
16-02-2012,5513.8,5531.4,5483.8,5522.0,270060000
17-02-2012,5574.2,5606.7,5545.2,5564.3,329310000
21-02-2012,5561.9,5621.5,5561.8,5607.2,231130000
22-02-2012,5609.8,5630.0,5491.4,5505.4,263010000
23-02-2012,5490.1,5537.4,5460.8,5483.3,307250000
24-02-2012,5479.2,5521.4,5405.9,5429.3,364660000
27-02-2012,5448.1,5449.8,5268.2,5281.2,235320000
28-02-2012,5310.5,5391.1,5306.5,5375.5,208130000
29-02-2012,5425.0,5458.8,5352.3,5385.2,226020000
01-03-2012,5366.0,5372.5,5297.5,5339.8,196870000
02-03-2012,5369.5,5392.6,5315.1,5359.4,185020000
03-03-2012,5360.1,5369.6,5353.4,5359.4,16770000
05-03-2012,5342.6,5344.5,5265.7,5280.4,196420000
06-03-2012,5266.0,5382.1,5206.4,5222.4,290400000
07-03-2012,5207.1,5243.9,5171.5,5220.5,230730000
09-03-2012,5294.1,5342.3,5291.6,5333.6,203010000
12-03-2012,5420.1,5421.9,5327.3,5359.6,176670000
13-03-2012,5391.1,5438.7,5390.8,5429.5,179960000
14-03-2012,5490.6,5499.4,5437.8,5463.9,181710000
15-03-2012,5462.5,5462.5,5362.3,5380.5,160260000
16-03-2012,5380.4,5445.7,5305.0,5317.9,267520000
19-03-2012,5337.4,5340.7,5238.6,5257.1,179880000
20-03-2012,5257.2,5297.4,5233.3,5274.9,181340000
21-03-2012,5267.2,5372.4,5256.0,5365.0,199790000
22-03-2012,5361.1,5386.0,5205.7,5228.5,205580000
23-03-2012,5255.7,5312.0,5220.0,5278.2,172740000
26-03-2012,5274.4,5275.0,5174.9,5184.3,169790000
27-03-2012,5243.0,5278.0,5184.7,5243.2,208780000
28-03-2012,5231.7,5236.6,5169.6,5194.8,145800000
29-03-2012,5146.0,5194.3,5136.0,5178.9,242560000
30-03-2012,5206.6,5307.1,5203.7,5295.6,164790000
02-04-2012,5296.4,5331.6,5278.8,5317.9,134540000
03-04-2012,5353.2,5378.8,5344.5,5358.5,152500000
04-04-2012,5328.7,5338.4,5305.3,5322.9,122110000
09-04-2012,5282.5,5287.9,5228.0,5234.4,111920000
10-04-2012,5254.1,5255.8,5211.9,5243.6,156110000
11-04-2012,5209.5,5263.7,5190.8,5226.9,167010000
12-04-2012,5246.8,5290.6,5246.8,5276.9,152680000
13-04-2012,5255.7,5306.8,5185.4,5207.5,164230000
16-04-2012,5190.6,5233.5,5183.5,5226.2,119730000
17-04-2012,5266.6,5298.2,5208.4,5289.7,178900000
18-04-2012,5320.7,5342.0,5293.5,5300.0,152740000
19-04-2012,5320.6,5342.5,5291.3,5332.4,133550000
20-04-2012,5314.0,5336.2,5245.5,5290.9,135250000
23-04-2012,5277.4,5310.6,5187.2,5200.6,138040000
24-04-2012,5215.9,5232.4,5180.4,5222.7,155680000
25-04-2012,5222.2,5236.1,5160.7,5202.0,142910000
26-04-2012,5214.8,5215.6,5179.1,5189.0,185900000
27-04-2012,5189.0,5223.1,5154.3,5190.6,128760000
30-04-2012,5201.5,5262.2,5201.5,5248.2,108140000
02-05-2012,5254.3,5279.6,5226.5,5239.2,119330000
03-05-2012,5211.2,5217.3,5180.7,5188.4,118570000
04-05-2012,5166.7,5177.2,5070.6,5086.9,153300000
07-05-2012,5017.8,5124.8,4988.0,5114.2,168270000
08-05-2012,5114.7,5120.0,4983.6,5000.0,164260000
09-05-2012,4967.9,5016.3,4956.5,4974.8,180440000
10-05-2012,4984.2,5039.3,4950.3,4965.7,141030000
11-05-2012,4938.9,4976.3,4906.2,4928.9,138530000
14-05-2012,4934.4,4957.2,4874.5,4907.8,126950000
15-05-2012,4869.9,4955.2,4868.6,4942.8,142120000
16-05-2012,4875.3,4882.3,4837.1,4858.3,165050000
17-05-2012,4878.6,4922.3,4850.2,4870.2,155650000
18-05-2012,4796.4,4908.5,4789.0,4891.5,154510000
21-05-2012,4888.5,4937.5,4888.5,4906.1,116510000
22-05-2012,4954.7,4956.4,4849.9,4860.5,130810000
23-05-2012,4843.0,4853.8,4804.0,4835.7,136110000
24-05-2012,4863.4,4931.9,4830.2,4921.4,140480000
25-05-2012,4906.0,4935.8,4889.4,4920.4,118190000
28-05-2012,4931.7,4995.0,4931.3,4985.7,97260000
29-05-2012,5005.4,5020.2,4982.2,4990.1,124220000
30-05-2012,4964.3,4982.3,4944.9,4950.8,146000000
31-05-2012,4896.1,4949.3,4883.6,4924.3,296910000
01-06-2012,4910.9,4925.0,4831.8,4841.6,138770000
04-06-2012,4797.3,4858.3,4770.4,4848.2,152340000
05-06-2012,4869.5,4899.0,4847.7,4863.3,141480000
06-06-2012,4886.7,5010.5,4886.2,4997.1,185340000
07-06-2012,5035.4,5059.7,5007.8,5049.7,150560000
08-06-2012,5044.3,5084.5,4994.8,5068.4,138390000
11-06-2012,5096.7,5124.5,5040.7,5054.1,125620000
12-06-2012,5015.5,5128.9,5015.2,5115.9,135480000
13-06-2012,5117.6,5144.9,5095.5,5121.5,125670000
14-06-2012,5105.1,5130.0,5047.6,5054.8,118350000
15-06-2012,5069.6,5146.2,5069.2,5139.1,155440000
18-06-2012,5174.0,5190.2,5041.7,5064.3,153460000
19-06-2012,5050.8,5113.6,5048.1,5103.9,149420000
20-06-2012,5114.6,5141.7,5100.7,5120.6,160510000
21-06-2012,5097.4,5170.4,5093.5,5165.0,142990000
22-06-2012,5101.8,5159.8,5094.0,5146.1,159750000
25-06-2012,5158.5,5194.6,5105.7,5114.7,123500000
26-06-2012,5107.5,5134.6,5095.5,5120.8,99410000
27-06-2012,5149.5,5160.1,5129.3,5141.9,112270000
28-06-2012,5149.0,5159.1,5125.3,5149.2,143070000
29-06-2012,5191.3,5286.3,5189.0,5278.9,226520000
02-07-2012,5283.9,5302.2,5263.4,5278.6,126160000
03-07-2012,5298.9,5317.0,5266.0,5288.0,133120000
04-07-2012,5310.4,5317.7,5273.3,5302.6,156000000
05-07-2012,5297.1,5333.7,5288.9,5327.3,118920000
06-07-2012,5324.7,5327.2,5287.8,5317.0,113300000
09-07-2012,5283.7,5300.6,5257.8,5275.2,101170000
10-07-2012,5286.6,5348.6,5284.6,5345.4,123950000
11-07-2012,5315.3,5336.5,5300.3,5306.3,113530000
12-07-2012,5240.0,5261.8,5217.7,5235.3,131190000
13-07-2012,5242.8,5267.2,5216.9,5227.3,99050000
16-07-2012,5232.4,5246.9,5190.5,5197.3,106310000
17-07-2012,5228.1,5236.7,5181.7,5192.9,111770000
18-07-2012,5199.1,5222.9,5169.1,5216.3,109650000
19-07-2012,5249.9,5257.8,5233.2,5242.7,109770000
20-07-2012,5233.6,5238.7,5197.5,5205.1,89730000
23-07-2012,5163.3,5164.2,5108.1,5118.0,104770000
24-07-2012,5128.8,5144.0,5103.3,5128.2,116520000
25-07-2012,5118.4,5121.6,5076.6,5109.6,130970000
26-07-2012,5126.3,5126.3,5032.4,5043.0,180130000
27-07-2012,5124.3,5150.0,5077.5,5099.9,131950000
30-07-2012,5129.8,5206.6,5129.8,5199.8,117520000
31-07-2012,5214.9,5234.6,5154.1,5229.0,147060000
01-08-2012,5220.7,5246.4,5212.7,5240.5,113820000
02-08-2012,5233.1,5236.9,5210.0,5227.8,92970000
03-08-2012,5195.6,5220.2,5164.7,5215.7,112920000
06-08-2012,5260.9,5293.2,5260.9,5282.6,103150000
07-08-2012,5295.4,5350.1,5281.7,5336.7,130430000
08-08-2012,5345.3,5377.6,5331.1,5338.0,165960000
09-08-2012,5348.3,5368.2,5312.1,5323.0,181420000
10-08-2012,5308.2,5330.1,5294.1,5320.4,130090000
13-08-2012,5316.4,5352.5,5309.1,5347.9,107580000
14-08-2012,5343.3,5387.1,5328.8,5380.4,109790000
16-08-2012,5386.0,5390.7,5356.7,5363.0,134000000
17-08-2012,5368.6,5400.0,5341.7,5366.3,134980000
21-08-2012,5368.7,5425.2,5368.7,5421.0,124340000
22-08-2012,5395.8,5433.4,5394.8,5412.9,103100000
23-08-2012,5426.2,5448.6,5393.9,5415.4,128000000
24-08-2012,5392.6,5399.7,5371.0,5386.7,114350000
27-08-2012,5387.9,5399.2,5346.7,5350.3,89990000
28-08-2012,5348.1,5359.3,5312.6,5334.6,123680000
29-08-2012,5343.9,5345.5,5282.7,5287.8,157470000
30-08-2012,5268.6,5342.8,5255.1,5315.1,226490000
31-08-2012,5298.2,5303.3,5238.9,5258.5,167390000
03-09-2012,5276.5,5295.8,5243.2,5253.8,110380000
04-09-2012,5249.2,5278.4,5233.2,5274.0,106320000
05-09-2012,5243.9,5259.5,5215.7,5225.7,126160000
06-09-2012,5217.7,5260.6,5217.7,5238.4,134010000
07-09-2012,5309.5,5347.2,5309.2,5342.1,149580000
08-09-2012,5343.7,5366.3,5343.5,5358.7,11220000
10-09-2012,5361.9,5375.5,5349.1,5363.5,109610000
11-09-2012,5336.1,5393.4,5332.1,5390.0,112880000
12-09-2012,5404.5,5435.6,5394.0,5431.0,139920000
13-09-2012,5435.2,5447.5,5421.9,5435.4,110770000
14-09-2012,5528.4,5586.7,5527.0,5577.7,233780000
17-09-2012,5631.8,5652.2,5585.2,5610.0,258910000
18-09-2012,5602.4,5620.6,5586.5,5600.1,175490000
20-09-2012,5537.0,5581.4,5534.9,5554.3,165680000
21-09-2012,5577.0,5720.0,5575.5,5691.2,278020000
24-09-2012,5692.0,5709.9,5662.8,5669.6,210420000
25-09-2012,5674.9,5702.7,5652.5,5673.9,341390000
26-09-2012,5653.4,5672.8,5638.7,5663.5,170770000
27-09-2012,5673.8,5693.7,5639.7,5649.5,238990000
28-09-2012,5684.8,5735.2,5683.5,5703.3,173260000
01-10-2012,5704.8,5723.0,5694.0,5718.8,128040000
03-10-2012,5727.7,5743.3,5715.8,5731.3,173220000
04-10-2012,5751.6,5807.3,5751.4,5787.6,179190000
05-10-2012,5815.0,5815.4,4888.2,5747.0,255570000
08-10-2012,5751.9,5751.9,5666.2,5676.0,142320000
09-10-2012,5708.2,5728.7,5677.9,5704.6,119300000
10-10-2012,5671.2,5686.5,5647.1,5652.2,126290000
11-10-2012,5663.5,5721.1,5637.0,5708.1,148280000
12-10-2012,5681.7,5725.0,5659.4,5676.1,130080000
15-10-2012,5674.3,5693.7,5651.1,5687.3,93690000
16-10-2012,5705.6,5714.0,5635.6,5648.0,117420000
17-10-2012,5681.1,5684.4,5633.9,5660.3,123970000
18-10-2012,5675.3,5722.5,5650.6,5718.7,144100000
19-10-2012,5703.3,5711.7,5660.0,5684.3,124260000
22-10-2012,5667.6,5721.6,5658.1,5717.2,103370000
23-10-2012,5715.7,5720.8,5681.5,5691.4,81500000
25-10-2012,5688.8,5718.8,5685.7,5705.3,158340000
26-10-2012,5683.6,5697.2,5641.8,5664.3,101660000
29-10-2012,5665.2,5698.3,5645.1,5665.6,93560000
30-10-2012,5656.4,5689.9,5589.9,5597.9,116680000
31-10-2012,5596.8,5624.4,5583.1,5619.7,112080000
01-11-2012,5609.9,5649.8,5602.0,5645.1,107390000
02-11-2012,5696.4,5711.3,5682.6,5697.7,111160000
05-11-2012,5693.1,5709.2,5679.5,5704.2,74830000
06-11-2012,5694.1,5730.8,5693.7,5724.4,115020000
07-11-2012,5718.6,5777.3,5711.4,5760.1,133740000
08-11-2012,5709.0,5744.5,5694.0,5738.8,117590000
09-11-2012,5731.1,5751.7,5677.8,5686.3,98760000
